respondent,trial_nr,salience,position,responseTime
75,25,high,peripheral,785.4814254678786
75,26,high,central,834.9118656478822
75,27,low,central,934.5810415688902
75,28,low,peripheral,984.9418508820236
75,29,low,central,818.0885836482048
75,30,high,peripheral,666.9555879198015
75,31,low,peripheral,1185.2793120779097
75,32,high,central,718.0666183121502
76,1,low,central,1184.142222162336
76,2,high,central,751.1561480350792
76,3,high,peripheral,617.961086332798
76,4,high,central,784.9102222826332
76,5,high,central,617.7125924732536
76,6,low,peripheral,1401.9500247668475
76,7,low,peripheral,1402.3711604531854
76,8,low,central,967.5196048337966
76,9,low,peripheral,818.164543248713
76,10,high,peripheral,835.1356049533933
76,11,high,peripheral,734.7919011954218
76,12,low,central,884.975012158975
76,13,high,central,584.4124446157366
76,14,low,central,1152.789333369583
76,15,high,peripheral,518.3593085967004
76,16,low,peripheral,1201.935802353546
76,17,high,central,500.5914072971791
76,18,high,peripheral,600.9797530714422
76,19,high,central,500.65066665410995
76,20,low,central,768.5120000969619
76,21,low,central,684.9888395518064
76,22,low,peripheral,884.8711112514138
76,23,high,central,484.3113087117672
76,24,high,peripheral,567.0921481214464
76,25,low,peripheral,900.7241481449455
76,26,high,central,517.3499258235097
76,27,low,peripheral,784.0422715526074
76,28,high,peripheral,550.9601975791156
76,29,low,central,1001.9350124057382
76,30,low,central,618.4335802681744
76,31,high,peripheral,667.6882961764932
76,32,low,peripheral,984.5795554574579
77,3,low,central,1168.8092863187194
77,4,low,central,2737.9923809785396
77,5,high,central,1135.8251487836242
77,6,high,central,684.6850584261119
77,7,high,peripheral,684.4353792257607
77,8,high,central,534.451991552487
77,9,low,peripheral,1635.0557650439441
77,10,high,central,651.6748464200646
77,11,low,central,885.5090001598
77,12,high,peripheral,668.7008419539779
77,13,low,peripheral,2053.173396270722
77,14,low,peripheral,1151.8058094661683
77,15,high,peripheral,700.9430530015379
77,16,low,central,1085.4693360161036
77,17,high,peripheral,801.6700861044228
77,18,high,peripheral,718.1503819301724
77,19,high,central,649.0863987710327
77,20,high,peripheral,650.3995857201517
77,21,high,central,516.9238718226552
77,22,low,peripheral,2886.0581365879625
77,23,high,peripheral,900.8796848356724
77,24,low,peripheral,2269.5422454271466
77,25,low,central,1785.7143140863627
77,26,low,peripheral,2302.962532034144
77,27,high,central,617.8741150069982
77,28,low,central,1035.0135723128915
77,29,low,central,1318.2324760127813
77,30,high,peripheral,767.8258975502104
77,31,high,central,718.2088510598987
77,32,low,peripheral,2019.466689787805
78,1,low,central,1284.5905625727028
78,2,high,peripheral,1135.6003782711923
78,3,low,peripheral,2770.659522851929
78,4,high,central,1352.0650239661336
78,5,high,peripheral,1335.6130991596729
78,6,high,central,634.4211208634079
78,7,low,central,1552.1879668813199
78,8,high,central,1235.2213566191494
78,9,low,central,2117.8605544846505
78,10,low,peripheral,3053.670236142352
78,11,high,peripheral,1251.4437509234995
78,12,low,peripheral,2136.3735129125416
78,13,high,peripheral,1750.837726984173
78,14,low,central,1902.073438744992
78,15,low,peripheral,1535.5867091566324
78,16,low,peripheral,2001.5138741582632
78,17,high,peripheral,2670.029558474198
78,18,low,peripheral,1319.2804832942784
78,19,low,peripheral,1703.0732594430447
78,20,high,central,1051.4819927047938
78,21,high,peripheral,1350.3445328678936
78,22,high,central,1152.2770926821977
78,23,low,central,1452.0146930590272
78,24,high,peripheral,1235.6634300667793
78,25,low,central,2403.4806464333087
78,26,low,peripheral,1852.7994425967336
78,27,high,peripheral,1751.4409853611141
78,28,low,central,1817.9582136217505
78,29,high,central,1135.7682794332504
78,30,low,central,2269.486191449687
78,31,high,central,1250.276345293969
78,32,high,central,1218.529234873131
79,2,high,peripheral,1201.1536597274244
79,3,high,central,1603.0639419332147
79,4,low,peripheral,2736.0868093091995
79,5,high,central,2085.6387498788536
79,7,high,peripheral,1068.3658542111516
79,8,low,peripheral,1668.895079055801
79,9,low,central,1869.1001953557134
79,10,low,peripheral,2169.3543386645615
79,11,high,peripheral,1301.727724261582
79,12,low,central,851.6518920660019
79,13,high,peripheral,800.6557235494256
79,14,low,peripheral,901.3522572349757
79,15,high,central,818.4350887313485
79,16,high,central,735.2180683519691
79,17,low,central,1135.0910163018852
79,18,low,central,1451.9946477375925
79,19,low,peripheral,1702.1877341903746
79,20,high,peripheral,1017.9010441061109
79,21,high,central,1034.9819399416447
79,22,high,peripheral,717.8104566410184
79,23,low,peripheral,1001.6082967631519
79,24,high,central,667.7474244497716
79,25,low,central,1085.4234411381185
79,26,low,central,1802.1352305077016
79,27,low,central,1051.3817486353219
79,28,low,central,818.0937552824616
79,29,high,peripheral,951.6673388425261
79,30,high,central,634.728942066431
79,31,high,central,601.3971760403365
79,32,high,peripheral,2402.5542330928147
NA,1,high,peripheral,884.8896336276084
NA,2,low,peripheral,1119.2936766892672
NA,3,high,central,985.0378213450313
NA,4,low,central,1552.3458970710635
NA,5,high,peripheral,2286.30490321666
NA,6,low,peripheral,2035.4931498877704
NA,7,low,central,2086.3613181281835
NA,8,low,central,1385.295954765752
NA,9,low,peripheral,3070.4047686886042
NA,10,high,central,1368.6144666280597
NA,12,high,peripheral,1451.8010674510151
NA,13,high,central,884.8153620492667
NA,14,low,peripheral,1585.111539810896
NA,15,high,central,1201.5977092087269
NA,16,high,peripheral,1385.4235594626516
NA,17,high,central,851.5412746928632
NA,18,low,peripheral,1485.5942658614367
NA,19,high,peripheral,934.9186904728413
NA,20,high,peripheral,1435.3846658486873
NA,21,high,peripheral,967.8593454882503
NA,22,low,central,1569.4777558092028
NA,23,low,central,2486.1955500673503
NA,24,low,central,1385.9995598904788
NA,25,low,peripheral,2436.4106415305287
NA,26,high,central,3119.17594820261
NA,27,high,central,834.9877865985036
NA,28,low,central,818.1119281798601
NA,29,high,central,934.7377519588917
NA,30,low,central,1301.9347365479916
NA,31,high,peripheral,919.0976470708847
NA,32,low,peripheral,1819.0035826992244
80,1,high,central,1738.1431063404307
80,2,high,peripheral,935.0992336403579
80,3,high,peripheral,718.0376169271767
80,4,low,peripheral,1619.3685409380123
80,5,high,peripheral,667.976955184713
80,6,high,central,517.7566489437595
80,7,low,peripheral,1052.0470328629017
80,8,high,peripheral,517.9146737791598
80,9,low,central,2036.0580884153023
80,10,low,peripheral,1818.981459364295
80,11,low,central,2152.7807023376226
80,12,low,central,1819.2216570023447
80,13,low,central,2219.6224078070372
80,14,high,peripheral,634.671263047494
80,15,high,central,584.1467985883355
80,16,low,central,900.5506768589839
80,17,low,peripheral,867.5748612731695
80,18,low,central,1202.1349935093895
80,19,high,peripheral,567.4076315481216
80,20,high,central,618.0972318397835
80,21,low,central,768.1670195888728
80,22,high,central,534.6988778328523
80,23,low,peripheral,2253.251655609347
80,25,high,central,734.7941668704152
80,26,low,central,1152.4038133211434
80,27,high,central,567.1875820262358
80,28,low,peripheral,2653.6978385411203
80,29,high,peripheral,668.4091530041769
80,30,high,peripheral,651.0912200901657
80,31,low,peripheral,951.4097585342824
80,32,high,central,601.7622130457312
81,1,high,central,617.9842085111886
81,2,low,peripheral,867.4676662776619
81,3,high,peripheral,618.0075171869248
81,4,high,peripheral,684.7388686146587
81,5,low,central,1068.38823761791
81,6,high,peripheral,600.1124342437834
81,7,high,peripheral,651.1677610687912
81,8,high,peripheral,751.8411823548377
81,9,low,central,968.2493342552334
81,10,high,peripheral,718.2637539226562
81,11,low,peripheral,1017.6027375273407
81,12,high,central,551.2651042081416
81,13,high,central,501.1010351590812
81,14,low,central,617.2102838754654
81,15,low,central,651.2333410792053
81,16,high,central,884.9775644484907
81,17,high,peripheral,651.6987234354019
81,18,low,peripheral,818.2209292426705
81,19,low,peripheral,651.7477110028267
81,20,high,central,484.30343228392303
81,21,low,peripheral,867.8895914927125
81,22,low,central,768.1398231070489
81,23,high,central,484.6400241367519
81,24,low,central,634.6684291493148
81,25,high,central,418.18007989786565
81,26,low,peripheral,751.458368031308
81,27,low,central,717.7359519992024
81,28,low,peripheral,1185.3437069803476
81,29,low,peripheral,1352.7018623426557
81,30,high,central,617.9778876248747
81,31,low,central,767.9154286161065
81,32,high,peripheral,535.4749066755176
82,1,high,central,1870.2483987435699
82,3,high,central,985.1148759480566
82,4,high,central,618.1142770219594
82,5,low,central,1135.2536214981228
82,6,high,central,1485.1389748509973
82,7,high,peripheral,901.5929666347802
82,8,low,central,1118.5362027026713
82,9,low,peripheral,1351.976808393374
82,10,low,central,984.6127529162914
82,11,low,peripheral,2168.846483808011
82,12,high,peripheral,1985.690875677392
82,13,high,central,1852.5504374410957
82,14,low,central,1334.3519333284348
82,15,high,peripheral,768.2340596802533
82,16,high,peripheral,800.9731941856444
82,17,high,peripheral,1601.6579936258495
82,18,low,central,917.8817439824343
82,19,low,peripheral,1936.0103220678866
82,20,low,central,1318.1081931106746
82,21,low,peripheral,1869.332646485418
82,22,low,central,2085.007735295221
82,23,low,peripheral,2203.2401356846094
82,24,low,peripheral,2369.78617683053
82,25,low,peripheral,3003.891750006005
82,26,high,central,1201.7108530271798
82,27,high,central,801.222873153165
82,28,high,peripheral,1618.9304739236832
82,29,high,central,2002.4312080349773
82,30,high,peripheral,1385.8604356646538
82,31,low,central,1702.3228032048792
82,32,high,peripheral,668.1646078359336
83,1,high,central,985.8911605551839
83,2,low,peripheral,2437.119604786858
83,3,low,central,1869.398123351857
83,4,low,central,2519.868839532137
83,5,high,central,984.9398517981172
83,6,low,central,2720.1054815668613
83,7,high,peripheral,834.8740742076188
83,8,low,peripheral,2534.9329381715506
83,9,low,peripheral,1701.7066664993763
83,10,high,central,852.3026171606034
83,11,high,peripheral,2419.9103210121393
83,12,high,central,933.6474074516445
83,13,high,central,867.7507159300148
83,14,low,central,1268.6384196858853
83,15,high,peripheral,801.6193578951061
83,16,high,central,502.0258764270693
83,17,high,central,817.8753580432385
83,18,high,peripheral,733.8994569145143
83,19,high,peripheral,666.278321063146
83,20,low,central,1150.7500247098505
83,21,low,peripheral,1034.9918024148792
83,22,low,peripheral,1552.0620248280466
83,23,low,peripheral,2102.725926088169
83,24,low,peripheral,3220.632888842374
83,25,high,peripheral,1216.5985184255987
83,26,high,peripheral,1118.469530949369
83,27,high,peripheral,683.4548148326576
83,28,low,central,1819.2738767247647
83,29,low,central,1519.0340741537511
83,30,low,central,934.487308608368
83,31,low,peripheral,2202.8235062025487
83,32,high,central,1168.1058765389025
54,1,low,central,1118.9418367575854
54,2,low,central,902.2377841174603
54,3,low,peripheral,785.4514007922262
54,4,low,peripheral,1103.011392755434
54,5,low,central,750.5177275743335
54,6,high,central,584.9831744562835
54,7,low,central,918.3606228325516
54,8,high,peripheral,617.8573940414935
54,9,high,central,735.1557766087353
54,10,low,peripheral,1018.372711725533
54,11,high,central,684.8506708629429
54,12,high,central,651.1377363931388
54,13,low,peripheral,701.2310894206166
54,14,low,peripheral,1235.2205666247755
54,15,low,central,718.6058769002557
54,16,low,central,668.087043100968
54,17,high,peripheral,684.5523996744305
54,18,high,peripheral,617.757048457861
54,19,high,peripheral,651.2167486362159
54,20,low,peripheral,685.1343247108161
54,21,high,peripheral,668.6511903535575
54,22,low,central,851.5648765023798
54,23,high,peripheral,600.0385580118746
54,24,low,peripheral,1252.0165895111859
54,25,high,central,568.4617189690471
54,26,high,peripheral,552.1401644218713
54,27,low,peripheral,1235.166443279013
54,28,high,peripheral,568.046904867515
54,29,low,central,684.564251685515
54,30,high,central,501.34478812105954
54,31,high,central,551.0798203758895
54,32,high,central,584.5865330193192
NA,1,high,central,550.7952793268487
NA,2,low,peripheral,1068.4294591192156
NA,3,high,peripheral,751.5542721375823
NA,4,low,peripheral,1134.83501621522
NA,5,high,central,501.18893873877823
NA,6,low,peripheral,1202.1725242957473
NA,7,high,central,451.7749932128936
NA,8,low,peripheral,967.9549502907321
NA,9,low,peripheral,783.7245565606281
NA,10,low,peripheral,635.5163004482165
NA,11,low,central,901.808553840965
NA,12,low,peripheral,1168.6262394068763
NA,13,high,peripheral,584.7492680186406
NA,14,low,peripheral,1469.2762348568067
NA,15,high,peripheral,467.7718391176313
NA,16,low,central,1885.7824734877795
NA,17,high,central,517.8190687438473
NA,18,high,peripheral,517.8479083115235
NA,19,low,central,1335.6694659451023
NA,20,low,central,968.6194444075227
NA,21,high,peripheral,901.3234177837148
NA,22,low,central,1068.4014096623287
NA,23,high,peripheral,534.8845570115373
NA,24,high,peripheral,534.3911247327924
NA,25,high,central,500.95624721143395
NA,26,high,central,718.0233947001398
NA,27,high,peripheral,517.9360070032999
NA,28,high,central,568.3486689813435
NA,29,low,central,751.5384696889669
NA,30,low,central,717.1147523913532
NA,31,low,central,734.9545620381832
NA,32,high,central,451.5024005668238
86,1,high,central,1602.9029078781605
86,2,high,peripheral,1385.9784968663007
86,3,high,central,902.3223656695336
86,4,high,central,1202.2984644863755
86,5,low,central,2770.5067249480635
86,6,high,peripheral,1268.6477655079216
86,7,low,peripheral,2687.148469965905
86,8,high,central,1068.0986309889704
86,9,high,peripheral,868.1681614834815
86,10,low,central,2500.3138759639114
86,11,high,peripheral,1118.0999148637056
86,12,low,peripheral,2085.587979061529
86,13,high,peripheral,1869.652010500431
86,14,high,central,967.7784340456128
86,15,low,central,2985.92437338084
86,16,low,central,2352.922562044114
86,17,high,central,934.7778079099953
86,18,low,peripheral,2135.928225237876
86,19,low,peripheral,1334.9939063191414
86,20,high,peripheral,951.77609520033
86,21,low,peripheral,1218.2561615481973
86,22,low,peripheral,1252.754463814199
86,23,low,central,2335.5580533389
86,24,high,central,801.3886392582208
86,25,high,peripheral,800.7628626655787
86,26,low,peripheral,1501.9549592398107
86,27,low,central,1318.3768526650965
86,28,low,central,1618.5248028486967
86,29,low,peripheral,1335.1831403560936
86,30,high,central,834.4836849719286
86,31,low,central,2135.971681913361
86,32,high,peripheral,1035.6447692029178
87,1,low,central,1735.7191336341202
87,2,low,peripheral,1318.6400891281664
87,3,low,peripheral,2453.4294069744647
87,4,low,peripheral,1702.3103963583708
87,5,low,central,801.5837210696191
87,6,low,peripheral,818.2924352586269
87,7,high,central,734.6765676047653
87,8,low,peripheral,984.7822464071214
87,9,low,peripheral,883.764331927523
87,10,high,peripheral,766.4631837978959
87,11,high,central,617.8909742739052
87,12,high,peripheral,618.0691467598081
87,13,high,central,551.3117213267833
87,14,high,central,968.258420471102
87,15,high,peripheral,599.8046817258
87,16,high,peripheral,566.8625116813928
87,17,high,peripheral,584.407965419814
87,18,low,central,1067.2532271128148
87,19,low,central,1819.0552983433008
87,20,high,peripheral,751.3564424589276
87,21,high,central,634.4187506474555
87,22,low,central,1101.6349999699742
87,23,high,peripheral,949.256376363337
87,24,low,central,1102.152530103922
87,25,low,central,801.9135971553624
87,26,high,central,783.6155516561121
87,27,low,peripheral,1168.4102029539645
87,28,high,central,651.3238102197647
87,29,low,central,1251.7740218900144
87,30,low,peripheral,1001.8646884709597
87,31,high,central,585.0135940127075
87,32,high,peripheral,801.9373004790395
88,1,high,central,1151.8439506180584
88,2,high,peripheral,601.2160000391304
88,3,high,peripheral,567.6665678620338
88,4,low,peripheral,1018.1957529857755
88,5,low,central,1334.6172841265798
88,6,low,central,2203.783901175484
88,7,high,peripheral,651.5444938559085
88,8,low,central,568.6459259595722
88,9,high,central,668.8233087770641
88,10,high,peripheral,684.9280002061278
88,11,low,central,568.0268642026931
88,12,high,central,468.9121975097805
88,13,high,central,568.0142224300653
88,14,low,central,1619.1521973814815
88,15,high,central,501.0492841247469
88,16,low,peripheral,1017.3842965159565
88,17,high,peripheral,765.6438518315554
88,18,low,central,785.9527899418026
88,19,high,central,617.8516543004662
88,20,high,peripheral,667.7850864361972
88,21,low,peripheral,951.3027162756771
88,22,high,peripheral,868.8888887409121
88,23,high,central,717.9429135285318
88,24,low,peripheral,1418.919111136347
88,25,high,peripheral,818.0701234377921
88,26,low,peripheral,3036.40414820984
88,27,low,central,1752.425876678899
88,28,high,central,568.2247900404036
88,29,low,central,1518.54775310494
88,30,low,peripheral,1535.7088395394385
88,31,low,peripheral,1000.9536789730191
88,32,low,peripheral,1085.0532345939428
89,1,low,peripheral,1335.2009202353656
89,2,low,peripheral,1969.2045676056296
89,3,high,central,868.1079559028149
89,4,low,peripheral,1451.055445941165
89,5,low,peripheral,1486.7160599678755
89,6,low,central,2802.4309708271176
89,7,high,peripheral,1069.6595993358642
89,8,high,central,634.8609304986894
89,9,high,central,616.8982780072838
89,10,high,central,752.5279980618507
89,11,low,central,1118.3884495403618
89,12,low,central,1417.6940897013992
89,13,high,peripheral,685.9257791657001
89,14,low,central,1951.7108530271798
89,15,low,central,834.8670934792608
89,16,low,peripheral,1318.7071061693132
89,17,high,peripheral,1002.9096272774041
89,18,high,central,817.327156662941
89,19,low,central,1402.1507932338864
89,20,high,central,719.2721231840551
89,21,high,peripheral,650.0463013071567
89,22,high,central,901.4483741484582
89,23,high,central,701.4572236221284
89,24,high,peripheral,818.3827607426792
89,25,low,peripheral,2101.5987345017493
89,26,low,peripheral,1435.32489053905
89,27,low,central,3138.4804830886424
89,28,high,peripheral,968.4381482657045
89,29,high,peripheral,851.6627342905849
89,30,low,central,1217.406643088907
89,31,low,peripheral,1119.7604979388416
89,32,high,peripheral,801.5938356984407
9,1,low,central,1468.6833210871555
9,2,high,central,901.0494793765247
9,3,low,central,1034.3426481704228
9,4,low,central,1018.0250508128665
9,5,low,central,1019.2220854805782
9,6,low,central,851.8892801948823
9,7,low,peripheral,1234.2494138283655
9,8,high,peripheral,1002.3245385964401
9,9,low,peripheral,1401.8919469090179
9,10,high,peripheral,668.4399635414593
9,11,high,central,583.8242294848897
9,12,high,central,600.4614311968908
9,13,high,peripheral,834.25810519838706
9,14,high,central,550.5498260608874
9,15,high,peripheral,717.1975956298411
9,16,high,peripheral,768.2548775337636
9,17,high,peripheral,684.8342027515173
9,18,high,peripheral,651.737576816231
9,19,high,central,834.3782037263736
9,20,high,peripheral,634.633808163926
9,21,low,peripheral,901.3315528864041
9,22,low,peripheral,1151.5730338869616
9,23,high,central,584.4705491908826
9,24,low,central,1035.0983997923322
9,25,low,peripheral,902.230316598434
9,26,high,central,601.3313553412445
9,27,low,peripheral,1935.4525719536468
9,28,low,central,784.2599817086011
9,29,low,central,952.0636996603571
9,30,low,peripheral,1852.664784877561
9,31,high,central,701.8044408760034
9,32,low,peripheral,1034.998054325115
90,2,high,central,1018.1274288333952
90,3,low,central,985.080081038177
90,4,low,central,2420.620745513588
90,5,low,central,1617.7555962931365
90,6,low,central,1253.0025714077055
90,7,high,peripheral,849.9743407592177
90,8,high,peripheral,1253.3004484139383
90,9,high,peripheral,834.8075079265982
90,10,high,central,801.5740858390927
90,11,high,peripheral,834.9441995378584
90,12,high,peripheral,682.3079693131149
90,13,low,peripheral,1320.263885660097
90,14,high,central,567.9599817376584
90,15,high,peripheral,583.6494818795472
90,16,high,peripheral,719.1763585433364
90,17,low,peripheral,750.4411856643856
90,18,low,peripheral,1751.7089403700083
90,19,low,peripheral,1420.2892882749438
90,20,low,peripheral,884.9934439640492
90,21,high,central,917.9455817211419
90,22,high,central,618.0293746292591
90,23,low,central,935.1363179739565
90,24,high,central,516.9519213959575
90,25,low,peripheral,868.3336712419987
90,26,high,peripheral,1101.4883178286254
90,27,low,central,1368.1955968495458
90,28,high,central,918.3307671919465
90,29,low,peripheral,902.6736624073237
90,30,low,central,1035.0613750051707
90,31,low,central,1052.0897407550365
90,32,high,central,650.8436356671154
91,1,high,central,851.3791977893561
91,2,low,peripheral,1485.6525659561157
91,3,low,peripheral,1018.4406621847302
91,4,low,peripheral,1635.5150451418012
91,5,high,peripheral,901.5879086218774
91,6,low,central,1084.9345817696303
91,7,high,peripheral,801.5280175022781
91,8,high,central,650.2662315033376
91,9,low,central,700.8352382108569
91,10,low,central,1419.2957326304168
91,11,high,peripheral,634.8928238730878
91,12,low,peripheral,1218.6050864402205
91,13,high,peripheral,901.4745261520147
91,14,high,peripheral,851.5305062755942
91,15,low,peripheral,2086.1758638639003
91,16,high,central,834.7459400538355
91,17,low,central,1619.0370465628803
91,18,low,peripheral,1102.127246093005
91,19,high,central,768.1263911072165
91,20,low,peripheral,1685.61787949875
91,21,high,peripheral,851.5929258428514
91,22,low,central,1402.1745743229985
91,23,high,peripheral,718.0808405391872
91,24,high,central,650.7667740806937
91,25,low,peripheral,2102.8731213882565
91,26,low,central,851.6000369563699
91,27,high,central,667.8989939391613
91,28,low,central,784.8031055182219
91,29,high,central,601.318160770461
91,30,high,central,635.2618110831827
91,31,high,peripheral,751.1664177291095
91,32,low,central,1035.0628581363708
92,1,high,peripheral,885.4165226221085
92,2,low,peripheral,1751.8203421495855
92,3,high,central,616.9923616107553
92,4,high,peripheral,801.2555036693811
92,5,low,central,1119.019221747294
92,6,low,central,751.912786392495
92,7,high,central,618.0333471857011
92,8,low,peripheral,1068.6248519923538
92,9,low,peripheral,1335.5501519981772
92,10,high,central,650.9079486131668
92,11,high,peripheral,835.3077820502222
92,12,high,peripheral,684.6173144876957
92,13,high,peripheral,734.8516844213009
92,14,low,peripheral,1101.3272071722895
92,15,high,peripheral,567.6911254413426
92,16,low,peripheral,1318.4084573294967
92,17,low,central,1168.7814937904477
92,18,low,peripheral,1385.4013127274811
92,19,low,peripheral,1702.6708095800132
92,20,high,central,634.9783013574779
92,21,high,central,567.2569535672665
92,22,low,central,1451.9524900242686
92,23,low,central,968.4958646539599
92,24,low,central,835.3200289420784
92,25,low,central,735.1823502685875
92,26,low,central,900.7855786476284
92,27,high,peripheral,868.4368031099439
92,28,low,peripheral,1518.156408565119
92,29,high,central,601.4751575421542
92,30,high,central,567.5291505176574
92,31,high,peripheral,651.2149111367762
92,32,high,central,568.1865320075303
93,1,high,peripheral,1551.7699923366308
93,2,low,central,3287.6949526835233
93,3,high,central,868.1815415620804
93,4,high,peripheral,716.3315101061016
93,5,high,central,834.3615457415581
93,6,high,peripheral,1034.944734768942
93,7,high,central,817.511004395783
93,8,low,central,1552.1342386491597
93,9,high,central,834.7625327296555
93,10,low,central,1168.8601775094867
93,11,low,central,951.8175576813519
93,12,high,central,1117.1368025243282
93,13,low,central,801.4098941348493
93,14,low,central,1103.0979109928012
93,15,low,central,1185.5443981476128
93,16,low,peripheral,2369.5456876885146
93,17,high,peripheral,749.7465685009956
93,18,low,peripheral,1518.8606122974306
93,19,high,central,751.4081951230764
93,20,high,central,701.4780025929213
93,21,high,central,600.857914891094
93,22,low,peripheral,1485.0844680331647
93,23,high,peripheral,767.1470346394926
93,24,low,peripheral,1301.9349302630872
93,25,low,peripheral,2636.527191614732
93,26,high,peripheral,716.3575841113925
93,27,high,peripheral,734.9262461066246
93,28,high,peripheral,767.4358244985342
93,29,low,central,1335.2978406473994
93,30,low,peripheral,918.2748945895582
93,31,low,peripheral,1301.9661402795464
93,32,low,peripheral,1251.7629601061344
94,1,low,central,1519.5138840936124
94,2,low,central,800.917649641633
94,3,high,central,652.2001589182764
94,4,high,peripheral,668.0358196608722
94,5,high,peripheral,701.3233387842774
94,6,low,peripheral,1451.376770855859
94,7,low,central,734.5942654646933
94,8,high,peripheral,684.6319742035121
94,9,low,peripheral,1652.6505295187235
94,10,high,peripheral,584.5793914049864
94,11,low,peripheral,1134.6880532801151
94,12,low,central,1419.1859434358776
94,13,high,peripheral,535.1626805495471
94,14,low,central,534.8490013275295
94,15,low,central,900.9477139916271
94,16,low,peripheral,1268.3303775265813
94,17,high,peripheral,584.5805765129626
94,18,high,central,601.1929288506508
94,19,high,central,467.5138636957854
94,20,high,central,518.2117603253573
94,21,high,central,617.9814785718918
94,22,low,peripheral,1101.72962048091
94,23,low,central,1835.8245275449008
94,24,low,peripheral,1468.354555312544
94,25,low,peripheral,1485.4366360232234
94,26,high,peripheral,567.387483548373
94,27,high,central,468.3585059829056
94,28,high,central,584.6469469834119
94,29,low,central,1518.8019827473909
94,30,high,central,567.5182489212602
94,31,low,peripheral,968.5345059260726
94,32,high,peripheral,484.4616234768182
95,1,high,peripheral,767.390419729054
95,2,low,central,1451.9257282372564
95,3,high,peripheral,651.3058764394373
95,4,low,peripheral,1335.6780246831477
95,5,high,central,733.9575306978077
95,6,low,peripheral,1050.6196543574333
95,7,low,central,2803.7360988091677
95,8,low,central,2186.375111108646
95,9,low,central,717.4676544964314
95,10,high,peripheral,884.8138272296637
95,11,high,central,633.4799011237919
95,12,high,central,566.6654815431684
95,13,high,central,519.4014813750982
95,14,high,peripheral,1001.0698272380978
95,15,high,peripheral,817.3341234214604
95,16,low,peripheral,1235.2256791200489
95,17,high,peripheral,584.534123307094
95,18,low,peripheral,1318.3956542052329
95,19,low,peripheral,1151.7199010122567
95,20,low,central,1535.460345679894
95,21,high,central,717.6892838906497
95,22,high,central,618.406716035679
95,23,high,peripheral,817.4285432323813
95,24,low,central,1118.018370354548
95,25,high,central,785.3206912986934
95,26,low,peripheral,1018.9815307967365
95,27,low,peripheral,1418.7026172876358
95,28,low,central,1034.9534815177321
95,29,high,peripheral,834.1068641748279
95,30,low,peripheral,1168.403753079474
95,31,high,central,668.4049384202808
95,32,low,central,1100.8636050391942
96,3,high,central,1102.2397980559617
96,4,high,central,632.9085770994425
96,7,high,peripheral,884.4656108412892
96,8,high,central,401.5162440482527
96,9,high,central,751.2471084482968
96,10,high,central,501.31417042575777
96,12,low,peripheral,1251.819354481995
96,13,high,peripheral,584.5424502622336
96,14,low,central,784.5697095617652
96,15,high,central,501.1687879450619
96,16,high,central,517.4322619568557
96,17,low,central,1301.5867623034865
96,18,low,central,949.570074910298
96,19,high,peripheral,685.2213623933494
96,20,low,central,717.2639658674598
96,21,high,peripheral,685.019881464541
96,22,high,peripheral,684.5560800284147
96,23,low,central,801.0556029621512
96,24,low,central,934.0860561933368
96,25,high,peripheral,668.4000622481108
96,26,low,peripheral,1434.6187957562506
96,27,high,central,668.1306308601052
96,28,low,central,2586.827877908945
96,29,high,peripheral,717.8909278009087
96,30,low,central,967.669002013281
96,31,low,peripheral,1151.9862676505
96,32,high,peripheral,550.9034055285156
97,2,low,central,1434.4964986667037
97,3,high,peripheral,1085.1929518394172
97,4,low,central,1185.165139613673
97,5,low,peripheral,3320.5873453989625
97,6,low,peripheral,1252.592193428427
97,7,high,central,902.2144754417241
97,8,low,central,800.2409082837403
97,9,low,peripheral,2335.3567046578974
97,10,high,central,833.4801644086838
97,11,high,central,651.3111684471369
97,12,high,peripheral,750.8385172113776
97,13,low,peripheral,2086.681147105992
97,14,high,peripheral,734.7350365016609
97,15,high,peripheral,633.3722337149084
97,16,low,central,1285.2787589654326
97,17,high,central,616.5410503745079
97,18,high,central,551.3453015591949
97,19,high,peripheral,768.2891562581062
97,20,low,peripheral,1251.974712824449
97,21,high,central,500.9694800246507
97,22,high,peripheral,701.5005210414529
97,23,low,central,801.315474556759
97,24,low,central,834.0415463317186
97,25,low,peripheral,1035.1078952662647
97,26,low,peripheral,1451.844816794619
97,27,low,central,868.0808010976762
97,28,high,central,501.9531820435077
97,29,high,peripheral,617.9711716249585
97,30,high,peripheral,684.7605970688164
97,31,high,central,517.9211569484323
97,32,low,central,1200.817855540663
98,1,high,peripheral,2436.433109920472
98,2,high,central,2586.971954908222
98,3,low,peripheral,1902.5737117044628
98,4,high,peripheral,650.8384996559471
98,5,low,peripheral,1452.1885851863772
98,6,low,central,734.8484760150313
98,7,low,peripheral,1118.7821654602885
98,8,low,peripheral,1418.831508839503
98,9,low,peripheral,1602.9980478342623
98,10,low,central,2035.4564369190484
98,11,high,peripheral,634.6468755509704
98,12,low,peripheral,1502.0244962070137
98,13,low,peripheral,1718.8500370830297
98,14,high,central,634.6073695458472
98,15,low,central,784.9704117979854
98,16,high,central,467.8038137499243
98,17,low,central,517.8965150844306
98,18,high,central,551.2215916533023
98,19,high,peripheral,651.4326734468341
98,20,high,peripheral,501.46350800059736
98,21,low,central,668.8833606895059
